,ch4 x=80m,ch7 x=50m,ch18 x=40m,ch10 x=30.8m,ch20 x=20m,ch23 x=5m
t(s),水位(cm),水位(cm),水位(cm),水位(cm),水位(cm),水位(cm)
131.88,-0.015,0.195,0.157,0.192,0.08,-0.195
131.89,-0.035,0.185,0.147,0.182,0.06,-0.195
131.9,-0.025,0.195,0.137,0.162,0.02,-0.185
131.91,-0.035,0.175,0.117,0.162,-0.03,-0.175
131.92,-0.015,0.195,0.117,0.162,-0.05,-0.175
131.93,-0.025,0.175,0.107,0.172,-0.08,-0.155
131.94,-0.005,0.185,0.107,0.182,-0.09,-0.155
131.95,-0.025,0.165,0.087,0.202,-0.1,-0.145
131.96,-0.005,0.165,0.077,0.222,-0.11,-0.135
131.97,-0.025,0.145,0.067,0.252,-0.09,-0.125
131.98,-0.005,0.155,0.067,0.282,-0.08,-0.125
131.99,-0.025,0.135,0.057,0.312,-0.05,-0.115
132,-0.005,0.145,0.057,0.332,-0.03,-0.105
132.01,-0.025,0.125,0.047,0.362,0.01,-0.105
132.02,-0.005,0.135,0.047,0.382,0.05,-0.105
132.03,-0.015,0.125,0.047,0.392,0.09,-0.115
132.04,-0.005,0.135,0.047,0.412,0.1,-0.125
132.05,-0.015,0.135,0.047,0.422,0.13,-0.125
132.06,0.005,0.135,0.047,0.422,0.16,-0.125
132.07,-0.005,0.115,0.047,0.422,0.18,-0.135
132.08,0.015,0.135,0.057,0.422,0.19,-0.145
132.09,0.005,0.125,0.067,0.412,0.21,-0.155
132.1,0.015,0.145,0.087,0.402,0.19,-0.165
132.11,0.005,0.145,0.097,0.382,0.19,-0.165
132.12,0.015,0.175,0.127,0.372,0.19,-0.175
132.13,0.005,0.175,0.137,0.352,0.18,-0.185
132.14,0.015,0.195,0.157,0.322,0.17,-0.185
132.15,0.005,0.195,0.167,0.302,0.16,-0.195
132.16,0.015,0.215,0.197,0.272,0.13,-0.195
132.17,0.005,0.215,0.207,0.242,0.12,-0.205
132.18,0.015,0.235,0.227,0.212,0.1,-0.205
132.19,0.005,0.215,0.237,0.182,0.08,-0.205
132.2,0.015,0.235,0.247,0.162,0.07,-0.205
132.21,0.005,0.235,0.257,0.142,0.05,-0.195
132.22,0.015,0.245,0.267,0.132,0.03,-0.195
132.23,0.005,0.245,0.267,0.112,0.03,-0.185
132.24,0.025,0.255,0.287,0.102,0.03,-0.185
132.25,0.005,0.245,0.277,0.092,0.03,-0.185
132.26,0.015,0.265,0.287,0.082,0.05,-0.185
132.27,0.005,0.245,0.277,0.082,0.06,-0.185
132.28,0.015,0.255,0.287,0.082,0.06,-0.185
132.29,-0.005,0.245,0.277,0.092,0.08,-0.175
132.3,0.005,0.255,0.287,0.092,0.09,-0.175
132.31,-0.005,0.235,0.277,0.112,0.1,-0.175
132.32,0.005,0.235,0.287,0.122,0.1,-0.175
132.33,-0.015,0.215,0.277,0.132,0.1,-0.175
132.34,-0.005,0.215,0.277,0.152,0.1,-0.165
132.35,-0.025,0.195,0.257,0.162,0.1,-0.165
132.36,-0.015,0.195,0.247,0.182,0.08,-0.165
132.37,-0.035,0.165,0.227,0.202,0.08,-0.155
132.38,-0.015,0.165,0.217,0.212,0.07,-0.155
132.39,-0.025,0.145,0.197,0.232,0.06,-0.145
132.4,-0.015,0.145,0.177,0.252,0.05,-0.145
132.41,-0.035,0.135,0.147,0.272,0.03,-0.135
132.42,-0.015,0.135,0.137,0.292,0.03,-0.135
132.43,-0.035,0.125,0.117,0.302,0.03,-0.125
132.44,-0.025,0.135,0.107,0.322,0.03,-0.115
132.45,-0.045,0.115,0.097,0.332,0.03,-0.095
132.46,-0.035,0.135,0.087,0.352,0.06,-0.085
132.47,-0.035,0.125,0.077,0.352,0.07,-0.055
132.48,-0.035,0.135,0.077,0.352,0.08,-0.035
132.49,-0.045,0.125,0.067,0.362,0.09,-0.025
132.5,-0.025,0.135,0.067,0.362,0.11,-0.015
132.51,-0.045,0.135,0.057,0.362,0.12,-0.005
132.52,-0.025,0.145,0.067,0.352,0.13,-0.005
132.53,-0.035,0.145,0.067,0.352,0.13,-0.005
132.54,-0.025,0.175,0.077,0.342,0.13,0.005
132.55,-0.035,0.175,0.067,0.322,0.12,0.005
132.56,-0.025,0.195,0.077,0.312,0.1,0.005
132.57,-0.035,0.205,0.087,0.302,0.08,-0.005
132.58,-0.025,0.225,0.107,0.292,0.05,-0.005
132.59,-0.045,0.225,0.117,0.272,0.02,-0.025
132.6,-0.025,0.245,0.137,0.252,-0.01,-0.045
132.61,-0.035,0.245,0.157,0.242,-0.04,-0.065
132.62,-0.025,0.255,0.177,0.222,-0.06,-0.095
132.63,-0.035,0.255,0.177,0.202,-0.09,-0.105
132.64,-0.025,0.265,0.197,0.192,-0.11,-0.125
132.65,-0.035,0.255,0.207,0.182,-0.11,-0.145
132.66,-0.015,0.265,0.217,0.172,-0.11,-0.165
132.67,-0.035,0.255,0.217,0.162,-0.11,-0.175
132.68,-0.015,0.265,0.227,0.162,-0.1,-0.195
132.69,-0.025,0.255,0.227,0.162,-0.08,-0.205
132.7,-0.015,0.265,0.227,0.152,-0.06,-0.235
132.71,-0.025,0.255,0.227,0.162,-0.04,-0.255
132.72,-0.005,0.255,0.227,0.162,0.01,-0.275
132.73,-0.025,0.245,0.217,0.172,0.02,-0.285
132.74,-0.015,0.255,0.227,0.172,0.05,-0.295
132.75,-0.015,0.235,0.217,0.192,0.08,-0.295
132.76,-0.005,0.245,0.217,0.212,0.09,-0.295
132.77,-0.015,0.235,0.217,0.232,0.1,-0.295
132.78,-0.005,0.235,0.207,0.252,0.1,-0.295
132.79,-0.015,0.215,0.197,0.272,0.1,-0.295
132.8,-0.005,0.225,0.197,0.292,0.1,-0.295
132.81,-0.015,0.215,0.187,0.302,0.09,-0.295
132.82,-0.005,0.215,0.187,0.312,0.08,-0.295
132.83,-0.015,0.205,0.177,0.332,0.07,-0.285
132.84,0.005,0.215,0.177,0.332,0.07,-0.285
132.85,-0.015,0.195,0.177,0.342,0.06,-0.285
132.86,0.005,0.205,0.177,0.342,0.05,-0.285
132.87,-0.005,0.195,0.167,0.342,0.03,-0.275
132.88,-0.005,0.205,0.177,0.322,0.02,-0.285
132.89,-0.015,0.185,0.167,0.322,0.01,-0.275
132.9,-0.005,0.195,0.177,0.312,0.01,-0.285
132.91,-0.015,0.185,0.167,0.292,0.02,-0.275
132.92,-0.005,0.205,0.167,0.272,0,-0.275
132.93,-0.015,0.195,0.157,0.252,0.01,-0.265
132.94,-0.005,0.195,0.167,0.222,0.02,-0.265
132.95,-0.015,0.195,0.147,0.192,0.03,-0.255
132.96,-0.015,0.205,0.147,0.162,0.05,-0.245
132.97,-0.025,0.185,0.137,0.142,0.07,-0.235
132.98,-0.015,0.205,0.137,0.122,0.09,-0.225
132.99,-0.025,0.195,0.127,0.112,0.11,-0.225
133,-0.005,0.215,0.127,0.102,0.12,-0.225
133.01,-0.025,0.205,0.117,0.092,0.15,-0.225
133.02,-0.015,0.225,0.117,0.092,0.16,-0.225
133.03,-0.025,0.215,0.107,0.082,0.17,-0.225
133.04,-0.015,0.235,0.117,0.092,0.18,-0.235
133.05,-0.035,0.215,0.107,0.102,0.19,-0.225
133.06,-0.025,0.235,0.117,0.112,0.19,-0.225
133.07,-0.035,0.235,0.117,0.132,0.19,-0.215
133.08,-0.025,0.245,0.117,0.152,0.18,-0.205
133.09,-0.045,0.235,0.117,0.162,0.17,-0.205
133.1,-0.025,0.245,0.137,0.182,0.15,-0.195
133.11,-0.045,0.235,0.137,0.202,0.13,-0.195
133.12,-0.025,0.235,0.157,0.212,0.1,-0.185
133.13,-0.035,0.225,0.167,0.232,0.09,-0.185
133.14,-0.025,0.245,0.187,0.252,0.07,-0.175
133.15,-0.035,0.225,0.207,0.262,0.05,-0.175
133.16,-0.015,0.245,0.217,0.272,0.03,-0.175
133.17,-0.025,0.225,0.227,0.282,0.02,-0.165
133.18,-0.015,0.235,0.247,0.292,0,-0.165
133.19,-0.035,0.215,0.247,0.292,-0.01,-0.155
133.2,-0.015,0.225,0.247,0.302,-0.04,-0.145
133.21,-0.025,0.215,0.257,0.302,-0.04,-0.135
133.22,-0.015,0.235,0.267,0.312,-0.06,-0.135
133.23,-0.015,0.215,0.267,0.302,-0.06,-0.135
133.24,-0.005,0.235,0.277,0.302,-0.08,-0.135
133.25,-0.015,0.215,0.277,0.292,-0.08,-0.135
133.26,-0.005,0.235,0.287,0.292,-0.09,-0.135
133.27,-0.005,0.225,0.287,0.282,-0.08,-0.125
133.28,0.005,0.235,0.287,0.272,-0.08,-0.135
133.29,0.005,0.225,0.277,0.272,-0.06,-0.135
133.3,0.015,0.245,0.287,0.252,-0.05,-0.135
133.31,0.005,0.235,0.287,0.242,-0.05,-0.135
133.32,0.015,0.255,0.287,0.232,-0.03,-0.145
133.33,0.005,0.245,0.287,0.232,-0.03,-0.135
133.34,0.015,0.255,0.287,0.222,0,-0.145
133.35,0.015,0.245,0.277,0.222,0.01,-0.145
133.36,0.025,0.255,0.277,0.222,0.02,-0.145
133.37,0.015,0.255,0.277,0.222,0.05,-0.145
133.38,0.025,0.265,0.277,0.222,0.06,-0.145
133.39,0.015,0.255,0.267,0.232,0.07,-0.145
133.4,0.025,0.265,0.267,0.232,0.07,-0.145
133.41,0.015,0.245,0.237,0.242,0.08,-0.135
133.42,0.025,0.255,0.227,0.242,0.08,-0.135
133.43,0.015,0.245,0.197,0.242,0.1,-0.135
133.44,0.025,0.255,0.187,0.252,0.1,-0.135
133.45,0.015,0.235,0.157,0.252,0.11,-0.135
133.46,0.025,0.255,0.147,0.252,0.11,-0.135
133.47,0.005,0.235,0.127,0.242,0.12,-0.135
133.48,0.015,0.245,0.107,0.242,0.13,-0.135
133.49,0.005,0.235,0.087,0.232,0.15,-0.145
133.5,0.005,0.235,0.087,0.222,0.15,-0.145
133.51,0.005,0.245,0.077,0.212,0.16,-0.155
133.52,0.005,0.245,0.077,0.202,0.16,-0.165
133.53,-0.005,0.235,0.067,0.192,0.16,-0.165
133.54,0.005,0.245,0.067,0.182,0.15,-0.175
133.55,-0.025,0.235,0.057,0.162,0.13,-0.185
133.56,-0.005,0.245,0.067,0.152,0.13,-0.185
133.57,-0.025,0.235,0.057,0.132,0.12,-0.195
133.58,-0.015,0.245,0.067,0.122,0.1,-0.205
133.59,-0.025,0.235,0.067,0.112,0.09,-0.205
133.6,-0.015,0.245,0.077,0.102,0.08,-0.215
133.61,-0.035,0.235,0.087,0.092,0.06,-0.225
133.62,-0.015,0.245,0.097,0.082,0.05,-0.245
133.63,-0.035,0.235,0.107,0.072,0.03,-0.255
133.64,-0.035,0.245,0.117,0.062,0.02,-0.265
133.65,-0.045,0.235,0.127,0.062,0.01,-0.265
133.66,-0.025,0.245,0.147,0.062,0,-0.275
133.67,-0.035,0.235,0.147,0.062,0,-0.275
133.68,-0.035,0.245,0.157,0.062,-0.01,-0.275
133.69,-0.045,0.225,0.157,0.062,-0.03,-0.285
133.7,-0.025,0.235,0.167,0.072,-0.04,-0.285
133.71,-0.035,0.225,0.167,0.082,-0.05,-0.285
133.72,-0.025,0.225,0.167,0.092,-0.05,-0.285
133.73,-0.045,0.205,0.157,0.112,-0.08,-0.285
133.74,-0.025,0.215,0.167,0.132,-0.09,-0.285
133.75,-0.035,0.195,0.157,0.152,-0.1,-0.285
133.76,-0.015,0.195,0.167,0.172,-0.11,-0.285
133.77,-0.015,0.175,0.167,0.202,-0.11,-0.285
133.78,-0.005,0.195,0.167,0.232,-0.14,-0.285
133.79,-0.015,0.175,0.167,0.262,-0.15,-0.285
133.8,0.005,0.185,0.167,0.292,-0.16,-0.295
133.81,-0.005,0.175,0.167,0.312,-0.16,-0.285
133.82,0.015,0.185,0.177,0.332,-0.16,-0.285
133.83,0.005,0.185,0.167,0.342,-0.15,-0.285
133.84,0.025,0.195,0.187,0.352,-0.14,-0.285
133.85,0.015,0.185,0.177,0.342,-0.12,-0.275
133.86,0.035,0.205,0.187,0.332,-0.11,-0.275
133.87,0.025,0.205,0.187,0.322,-0.1,-0.265
133.88,0.035,0.225,0.197,0.312,-0.08,-0.255
133.89,0.035,0.225,0.197,0.292,-0.06,-0.245
133.9,0.045,0.245,0.207,0.262,-0.03,-0.235
133.91,0.045,0.245,0.207,0.242,0,-0.215
133.92,0.045,0.265,0.217,0.212,0.03,-0.205
133.93,0.045,0.265,0.217,0.202,0.03,-0.205
133.94,0.045,0.275,0.227,0.172,0.05,-0.205
133.95,0.045,0.265,0.227,0.172,0.05,-0.195
133.96,0.045,0.285,0.227,0.162,0.05,-0.195
133.97,0.045,0.275,0.227,0.162,0.05,-0.185
133.98,0.045,0.285,0.227,0.172,0.05,-0.185
133.99,0.045,0.275,0.227,0.182,0.03,-0.185
134,0.045,0.285,0.237,0.192,0.03,-0.185
134.01,0.035,0.255,0.227,0.212,0.03,-0.175
134.02,0.045,0.265,0.237,0.242,0.03,-0.185
134.03,0.035,0.255,0.227,0.262,0.03,-0.175
134.04,0.045,0.255,0.227,0.292,0.02,-0.185
134.05,0.025,0.235,0.227,0.302,0.03,-0.175
134.06,0.035,0.235,0.227,0.312,0.05,-0.185
134.07,0.025,0.205,0.227,0.322,0.06,-0.185
134.08,0.025,0.205,0.227,0.322,0.06,-0.185
134.09,0.005,0.175,0.227,0.322,0.07,-0.195
134.1,0.015,0.175,0.227,0.312,0.07,-0.195
134.11,-0.005,0.155,0.217,0.302,0.07,-0.195
134.12,-0.005,0.155,0.227,0.282,0.06,-0.205
134.13,-0.015,0.135,0.217,0.262,0.05,-0.205
134.14,-0.015,0.135,0.227,0.232,0.03,-0.215
134.15,-0.025,0.115,0.217,0.202,0.01,-0.225
134.16,-0.025,0.125,0.217,0.172,0,-0.245
134.17,-0.035,0.115,0.217,0.142,-0.03,-0.245
134.18,-0.025,0.115,0.217,0.112,-0.03,-0.265
134.19,-0.045,0.115,0.217,0.092,-0.04,-0.265
134.2,-0.025,0.115,0.217,0.082,-0.03,-0.275
134.21,-0.045,0.115,0.217,0.072,-0.01,-0.275
134.22,-0.025,0.125,0.227,0.062,-0.01,-0.285
134.23,-0.045,0.125,0.217,0.052,0.01,-0.285
134.24,-0.035,0.135,0.217,0.052,0.02,-0.295
134.25,-0.045,0.145,0.217,0.062,0.03,-0.295
134.26,-0.045,0.165,0.227,0.072,0.06,-0.295
134.27,-0.045,0.175,0.217,0.082,0.08,-0.295
134.28,-0.035,0.205,0.227,0.092,0.09,-0.305
134.29,-0.045,0.205,0.217,0.102,0.1,-0.295
134.3,-0.035,0.225,0.227,0.122,0.09,-0.295
134.31,-0.045,0.215,0.217,0.132,0.09,-0.295
134.32,-0.025,0.235,0.217,0.142,0.09,-0.295
134.33,-0.035,0.235,0.217,0.162,0.08,-0.295
134.34,-0.025,0.245,0.217,0.172,0.07,-0.285
134.35,-0.025,0.245,0.207,0.182,0.06,-0.285
134.36,-0.005,0.255,0.217,0.192,0.05,-0.275
134.37,-0.005,0.245,0.207,0.192,0.02,-0.275
134.38,0.005,0.255,0.207,0.192,0,-0.275
134.39,0.005,0.245,0.197,0.202,-0.03,-0.265
134.4,0.015,0.255,0.197,0.192,-0.04,-0.265
134.41,0.015,0.245,0.187,0.202,-0.06,-0.265
134.42,0.035,0.255,0.187,0.202,-0.09,-0.255
134.43,0.025,0.245,0.167,0.202,-0.09,-0.245
134.44,0.035,0.245,0.167,0.212,-0.11,-0.245
134.45,0.035,0.235,0.157,0.222,-0.15,-0.235
134.46,0.045,0.235,0.147,0.232,-0.19,-0.235
134.47,0.035,0.225,0.147,0.232,-0.21,-0.215
134.48,0.045,0.215,0.147,0.242,-0.22,-0.215
134.49,0.035,0.195,0.147,0.242,-0.23,-0.205
134.5,0.045,0.195,0.147,0.252,-0.25,-0.205
134.51,0.045,0.175,0.147,0.252,-0.25,-0.195
134.52,0.045,0.185,0.147,0.252,-0.23,-0.205
134.53,0.045,0.165,0.147,0.252,-0.21,-0.195
134.54,0.045,0.175,0.147,0.242,-0.19,-0.195
134.55,0.035,0.155,0.147,0.232,-0.14,-0.195
134.56,0.045,0.165,0.167,0.222,-0.11,-0.195
134.57,0.035,0.165,0.167,0.212,-0.08,-0.195
134.58,0.035,0.175,0.187,0.192,-0.03,-0.195
134.59,0.025,0.175,0.197,0.182,0.02,-0.195
134.6,0.025,0.185,0.217,0.162,0.06,-0.205
134.61,0.005,0.195,0.217,0.142,0.1,-0.205
134.62,0.015,0.215,0.227,0.132,0.12,-0.205
134.63,-0.005,0.225,0.227,0.112,0.16,-0.205
134.64,-0.005,0.255,0.237,0.102,0.16,-0.205
134.65,-0.015,0.255,0.237,0.102,0.18,-0.205
134.66,-0.015,0.265,0.247,0.092,0.19,-0.215
134.67,-0.025,0.265,0.237,0.092,0.21,-0.225
134.68,-0.025,0.275,0.247,0.102,0.19,-0.225
134.69,-0.035,0.255,0.237,0.112,0.18,-0.235
134.7,-0.035,0.265,0.237,0.122,0.17,-0.245
134.71,-0.055,0.255,0.227,0.142,0.15,-0.255
134.72,-0.045,0.265,0.237,0.152,0.12,-0.255
134.73,-0.055,0.255,0.227,0.172,0.1,-0.265
134.74,-0.055,0.255,0.237,0.192,0.07,-0.275
134.75,-0.065,0.235,0.227,0.212,0.03,-0.285
134.76,-0.055,0.235,0.227,0.232,-0.01,-0.285
134.77,-0.075,0.215,0.217,0.252,-0.06,-0.295
134.78,-0.065,0.205,0.217,0.262,-0.09,-0.295
134.79,-0.075,0.185,0.207,0.272,-0.12,-0.295
134.8,-0.065,0.185,0.207,0.262,-0.15,-0.305
134.81,-0.075,0.175,0.197,0.262,-0.17,-0.295
134.82,-0.055,0.175,0.207,0.252,-0.19,-0.295
134.83,-0.065,0.165,0.197,0.232,-0.19,-0.295
134.84,-0.045,0.185,0.207,0.212,-0.16,-0.285
134.85,-0.045,0.165,0.197,0.192,-0.14,-0.285
134.86,-0.035,0.175,0.197,0.172,-0.1,-0.275
134.87,-0.025,0.165,0.197,0.152,-0.08,-0.265
134.88,-0.015,0.185,0.207,0.132,-0.03,-0.255
134.89,-0.015,0.175,0.207,0.112,0.03,-0.245
134.9,0.005,0.185,0.217,0.102,0.07,-0.235
134.91,0.005,0.175,0.217,0.092,0.11,-0.225
134.92,0.025,0.195,0.227,0.082,0.13,-0.215
134.93,0.025,0.185,0.227,0.082,0.16,-0.215
134.94,0.045,0.195,0.237,0.082,0.16,-0.215
134.95,0.045,0.185,0.237,0.102,0.17,-0.205
134.96,0.045,0.205,0.247,0.112,0.17,-0.205
134.97,0.045,0.195,0.247,0.122,0.16,-0.205
134.98,0.055,0.195,0.247,0.132,0.15,-0.205
134.99,0.045,0.185,0.247,0.152,0.12,-0.205
135,0.055,0.195,0.247,0.162,0.1,-0.215
135.01,0.045,0.175,0.247,0.172,0.07,-0.215
135.02,0.055,0.185,0.247,0.182,0.02,-0.225
135.03,0.045,0.175,0.247,0.182,-0.04,-0.245
135.04,0.055,0.185,0.247,0.182,-0.08,-0.255
135.05,0.045,0.175,0.247,0.192,-0.1,-0.265
135.06,0.045,0.185,0.257,0.192,-0.14,-0.285
135.07,0.045,0.175,0.247,0.182,-0.19,-0.295
135.08,0.045,0.185,0.247,0.172,-0.22,-0.305
135.09,0.045,0.175,0.227,0.172,-0.26,-0.315
135.1,0.045,0.185,0.227,0.172,-0.27,-0.315
135.11,0.045,0.175,0.207,0.172,-0.28,-0.315
135.12,0.045,0.185,0.207,0.162,-0.28,-0.325
135.13,0.045,0.185,0.177,0.162,-0.26,-0.325
135.14,0.045,0.205,0.167,0.162,-0.25,-0.325
135.15,0.045,0.215,0.147,0.172,-0.22,-0.325
135.16,0.045,0.225,0.137,0.172,-0.19,-0.325
135.17,0.035,0.225,0.117,0.172,-0.16,-0.325
135.18,0.035,0.255,0.107,0.182,-0.12,-0.325
135.19,0.015,0.245,0.087,0.192,-0.09,-0.325
135.2,0.015,0.255,0.087,0.192,-0.08,-0.335
135.21,0.005,0.245,0.067,0.192,-0.05,-0.325
135.22,0.005,0.255,0.057,0.202,-0.03,-0.325
135.23,-0.005,0.245,0.047,0.212,-0.01,-0.325
135.24,-0.005,0.255,0.047,0.212,-0.03,-0.335
135.25,-0.005,0.245,0.037,0.222,-0.03,-0.335
135.26,-0.005,0.255,0.037,0.232,-0.04,-0.335
135.27,-0.015,0.235,0.037,0.242,-0.06,-0.335
135.28,-0.005,0.235,0.037,0.242,-0.08,-0.335
135.29,-0.015,0.205,0.037,0.252,-0.1,-0.335
135.3,-0.015,0.205,0.047,0.252,-0.11,-0.335
135.31,-0.015,0.175,0.057,0.252,-0.15,-0.335
135.32,-0.005,0.175,0.087,0.252,-0.17,-0.335
135.33,-0.025,0.145,0.097,0.252,-0.19,-0.335
135.34,-0.015,0.145,0.137,0.252,-0.2,-0.335
135.35,-0.015,0.125,0.157,0.252,-0.2,-0.335
135.36,-0.015,0.125,0.197,0.252,-0.19,-0.335
135.37,-0.015,0.115,0.207,0.242,-0.16,-0.335
135.38,-0.005,0.115,0.247,0.232,-0.15,-0.335
135.39,0.005,0.115,0.277,0.222,-0.11,-0.335
135.4,0.015,0.115,0.287,0.212,-0.09,-0.335
135.41,0.015,0.115,0.307,0.192,-0.05,-0.325
135.42,0.035,0.115,0.327,0.172,0,-0.325
135.43,0.035,0.115,0.327,0.152,0.05,-0.325
135.44,0.045,0.115,0.347,0.122,0.08,-0.315
135.45,0.045,0.115,0.347,0.102,0.11,-0.295
135.46,0.045,0.115,0.347,0.062,0.13,-0.285
135.47,0.045,0.115,0.347,0.042,0.16,-0.265
135.48,0.045,0.115,0.347,0.012,0.17,-0.245
135.49,0.045,0.115,0.347,-0.008,0.18,-0.225
135.5,0.045,0.135,0.347,-0.028,0.19,-0.205
135.51,0.045,0.135,0.337,-0.028,0.19,-0.195
135.52,0.055,0.155,0.337,-0.028,0.18,-0.185
135.53,0.045,0.155,0.337,-0.038,0.18,-0.155
135.54,0.055,0.175,0.327,-0.048,0.16,-0.145
135.55,0.045,0.175,0.307,-0.038,0.15,-0.125
135.56,0.055,0.185,0.297,-0.028,0.12,-0.105
135.57,0.045,0.185,0.277,-0.018,0.09,-0.075
135.58,0.055,0.195,0.267,0.012,0.06,-0.035
135.59,0.045,0.195,0.257,0.052,0.01,-0.015
135.6,0.055,0.205,0.247,0.082,-0.03,-0.005
135.61,0.045,0.195,0.227,0.102,-0.08,-0.005
135.62,0.045,0.205,0.217,0.142,-0.11,-0.005
135.63,0.045,0.195,0.217,0.172,-0.14,-0.005
135.64,0.045,0.205,0.217,0.212,-0.19,-0.015
135.65,0.045,0.195,0.207,0.252,-0.22,-0.025
135.66,0.045,0.205,0.207,0.292,-0.25,-0.055
135.67,0.045,0.195,0.207,0.312,-0.26,-0.065
135.68,0.045,0.205,0.217,0.332,-0.27,-0.085
135.69,0.035,0.185,0.207,0.352,-0.27,-0.115
